0.5470,-1.4537,0.0274
0.2273,-1.7727,-0.0009
0.2193,-1.7809,0.0100
0.1418,-1.8585,0.0087
0.1480,-1.8520,0.0016
0.0563,-1.9439,0.0049
0.4770,-1.5230,-0.0027
0.3237,-1.6772,0.0240
0.5993,-1.4008,0.0137
0.0764,-1.9236,-0.0030
0.1558,-1.8450,-0.0157
0.0480,-1.9799,0.0436
0.1574,-1.8458,0.0313
0.2988,-2.2970,0.0324
0.0800,-1.9203,0.0062
0.6291,-1.3709,0.0045
0.5533,-1.4468,0.0112
0.5372,-1.4629,-0.0066
0.0912,-1.9180,0.0398
0.1389,-1.8637,0.0266
2.0173,0.0173,0.0077
0.8605,-1.1396,0.0074
2.1284,0.1283,0.0192
0.5401,-1.4601,0.0144
0.0410,-2.0365,0.0188
0.1293,-2.1271,0.0238
0.0769,-1.9486,0.0571
0.2579,-2.2535,0.0476
0.0539,-1.9582,0.0341
0.2837,-1.7169,0.0181
0.3627,-2.3627,0.0040
0.2075,-1.7934,0.0198
0.0746,-1.9581,0.0617
0.2654,-1.7360,0.0270
0.1436,-1.8610,0.0362
0.1462,-2.1329,0.0610
0.2464,-1.7536,0.0035
0.5064,-2.5056,0.0287
0.3500,-2.3496,0.0184
0.3780,-1.6220,0.0052
0.5760,-1.4243,0.0175
0.5778,-1.4224,0.0175
0.0321,-1.9941,0.0315
0.0889,-1.9123,0.0149
0.5219,-1.4782,0.0057
0.4074,-1.5929,0.0158
0.4461,-1.5545,0.0231
0.0507,-1.9524,0.0175
0.1386,-1.8623,0.0161
0.2951,-2.2951,-0.0052
0.0175,-2.0014,0.0174
0.2135,-1.7865,-0.0005
0.1120,-1.8882,0.0075
0.1790,-1.8238,0.0314
0.5334,-1.4676,0.0318
0.3311,-2.3305,0.0194
0.3084,-2.3055,0.0421
0.3935,-2.3930,0.0204
0.0584,-1.9422,-0.0087
0.3976,-1.6027,0.0149
0.3899,-1.9071,0.3787
0.1793,-1.8214,0.0167
0.1229,-1.8771,0.0015
0.3463,-1.6538,0.0054
0.1736,-1.8265,0.0058
0.5281,-1.4720,0.0114
0.3899,-1.6113,0.0309
0.5264,-1.4742,0.0242
0.2235,-1.7798,0.0378
0.4218,-1.5784,0.0136
0.4524,-1.5477,0.0125
0.3352,-2.3351,0.0070
0.3576,-2.3575,0.0076
0.5054,-2.5054,0.0087
0.0700,-2.0687,0.0131
0.2719,-1.7286,0.0156
0.4308,-1.5706,0.0347
0.2013,-1.7990,0.0118
0.3597,-1.6411,0.0244
0.6554,-1.3446,0.0076
